mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3301859855651855,0.018920796541883677,0.005765962600708008,0.0010660832887603188,0.01,3,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",-106.0642208000661,-92.84854464579351,-111.33567623705919,-101.16942551664279,-96.90830731216903,-101.66523490234611,6.534167531699744,157
0.3435793876647949,0.034303042932246085,0.005768728256225586,0.0014350448571281568,0.01,3,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",-106.08963756936413,-92.80634231041351,-112.01076016315197,-101.2883090772874,-98.420747177285,-102.1231592595004,6.55294605392993,160
0.6666606426239013,0.006998723659819195,0.007456254959106445,0.0018748508171920082,0.01,3,2,200,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.8}",-62.85161018098784,-55.12601220631057,-65.1750574267003,-59.61876457531807,-60.33082496361183,-60.62045387058572,3.3763479555564238,140
0.6625224113464355,0.023409080893407617,0.00648193359375,0.005260219819268572,0.01,3,2,200,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 1.0}",-63.453694872622144,-55.810814043262795,-65.72319823743891,-61.16947026146472,-60.83028944275326,-61.39749337150836,3.3022534110050765,142
1.0075815677642823,0.0648117178518177,0.0069579601287841795,0.004078816504342289,0.01,3,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",-41.36090859492276,-37.51499444516082,-43.614519569795654,-39.10647986669973,-40.48453971896248,-40.41628843910829,2.0619773605421114,114
0.8870936393737793,0.05578036924033886,0.004833030700683594,0.004541221695472356,0.01,3,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",-42.22657705288165,-38.242362025410905,-44.27391442180756,-40.68735893593191,-41.12360966339966,-41.31076441988634,1.9726999400497867,119
0.31511473655700684,0.022520792941510437,0.0010033607482910155,0.002006721496582031,0.01,3,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",-106.0642208000661,-92.84854464579351,-111.33567623705919,-101.16942551664279,-96.90830731216903,-101.66523490234611,6.534167531699744,157
0.32559876441955565,0.006151044646617118,0.004340457916259766,0.003908020466161584,0.01,3,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",-106.08963756936413,-92.80634231041351,-112.01076016315197,-101.2883090772874,-98.420747177285,-102.1231592595004,6.55294605392993,160
0.6720786094665527,0.024295102919754317,0.008108711242675782,0.0018978121568209974,0.01,3,5,200,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 0.8}",-62.85161018098784,-55.12601220631057,-65.1750574267003,-59.61876457531807,-60.33082496361183,-60.62045387058572,3.3763479555564238,140
0.6853137969970703,0.0393474885094823,0.011407089233398438,0.014998939586749515,0.01,3,5,200,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 1.0}",-63.453694872622144,-55.810814043262795,-65.72319823743891,-61.16947026146472,-60.83028944275326,-61.39749337150836,3.3022534110050765,142
0.9035917758941651,0.033804111014553995,0.006482219696044922,0.004126947449043834,0.01,3,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",-41.36090859492276,-37.51499444516082,-43.614519569795654,-39.10647986669973,-40.48453971896248,-40.41628843910829,2.0619773605421114,114
0.9339943408966065,0.026878500942124073,0.0054490089416503905,0.0035272651028582054,0.01,3,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",-42.22657705288165,-38.242362025410905,-44.27391442180756,-40.68735893593191,-41.12360966339966,-41.31076441988634,1.9726999400497867,119
0.3460176944732666,0.011600482035170582,0.004260635375976563,0.005197310044278527,0.01,3,10,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 0.8}",-106.0642208000661,-92.84854464579351,-111.33567623705919,-101.16942551664279,-96.90830731216903,-101.66523490234611,6.534167531699744,157
0.31127219200134276,0.015237177027017577,0.007174777984619141,0.0033804397772814574,0.01,3,10,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 1.0}",-106.08963756936413,-92.80634231041351,-112.01076016315197,-101.2883090772874,-98.420747177285,-102.1231592595004,6.55294605392993,160
0.6625341892242431,0.015413832733212247,0.004411458969116211,0.004405642892734246,0.01,3,10,200,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 200, 'subsample': 0.8}",-62.85161018098784,-55.12601220631057,-65.1750574267003,-59.61869513481369,-60.33082496361183,-60.62043998248485,3.376352075966829,139
0.6604965209960938,0.005336154272388958,0.005611419677734375,0.007053492017022281,0.01,3,10,200,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 200, 'subsample': 1.0}",-63.453694872622144,-55.810814043262795,-65.72319823743891,-61.16947026146472,-60.83028944275326,-61.39749337150836,3.3022534110050765,142
0.9638445854187012,0.010055699154569185,0.008867931365966798,0.007294816172650279,0.01,3,10,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 300, 'subsample': 0.8}",-41.36025976757492,-37.529429412269415,-43.6112838516866,-39.11432530100296,-40.49131883731709,-40.4213234339702,2.0559009418733556,116
0.9597017765045166,0.03688270492389126,0.00625762939453125,0.0037457894526206235,0.01,3,10,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 300, 'subsample': 1.0}",-42.22657705288165,-38.23930370633059,-44.2602781761975,-40.68735893593191,-41.12360966339966,-41.30742550694826,1.9695593746288027,118
0.42509284019470217,0.018999079426362152,0.0033309459686279297,0.004236915193192239,0.01,5,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",-91.57445258158016,-84.36652714820829,-98.33130992219509,-89.65514249285678,-83.81748309659729,-89.54898304828752,5.309444468691959,154
0.4331043720245361,0.01115060768071194,0.007047033309936524,0.009203970563760114,0.01,5,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",-91.50425109583787,-84.1195505730403,-99.06661779311804,-89.30590019222247,-83.98085641083607,-89.59543521301094,5.566677928255188,155
0.8390467166900635,0.019652589940725676,0.008592653274536132,0.003196987737902981,0.01,5,2,200,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.8}",-43.757694673177745,-41.850477639522666,-47.36854241427037,-42.21745738546712,-44.0583758157675,-43.850509585641085,1.9542448789700426,131
1.0176849365234375,0.09488935721527672,0.005635595321655274,0.005375357882185278,0.01,5,2,200,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 1.0}",-43.599840294172786,-42.163486543126254,-47.75172336464869,-42.14530418573428,-44.0874236582775,-43.949555609191904,2.0514947696232793,135
1.476253604888916,0.06898096555567174,0.012737894058227539,0.014151699615700095,0.01,5,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",-25.284188748294675,-25.76685369482587,-28.344844947304676,-26.248346338162605,-27.936497266645798,-26.716146199046722,1.209331340034205,94
1.4398554801940917,0.02219372833570599,0.008618831634521484,0.0047422408544590035,0.01,5,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",-26.530832923542814,-26.045376963883445,-29.710251512212697,-27.129273476927043,-28.2368609278619,-27.530519160885582,1.3127200640305223,98
0.4615964889526367,0.008298846848403648,0.006864023208618164,0.0028002235803149234,0.01,5,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",-91.62921215330759,-84.29507123861237,-98.31301493766578,-89.6482725272275,-83.82061468555312,-89.54123710847327,5.320957806507064,152
0.47945189476013184,0.01850910946583683,0.008792495727539063,0.0024481268885317813,0.01,5,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",-91.50425109583787,-84.1195505730403,-99.06661779311804,-89.30590019222247,-83.98085641083607,-89.59543521301094,5.566677928255188,155
0.968227481842041,0.007921786582164709,0.006265449523925781,0.006108232916723367,0.01,5,5,200,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 0.8}",-43.93339729499505,-41.78227837567378,-47.510202161278144,-42.23717599060421,-44.041577245963595,-43.90092621370296,2.015164678937573,132
0.9583920955657959,0.013530579704540795,0.007525968551635742,0.0035199011798436822,0.01,5,5,200,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 1.0}",-43.61445869582416,-42.16388882018551,-47.746807507355456,-42.1472134287171,-44.0874236582775,-43.95195842207195,2.0487768969677655,136
1.3565733432769775,0.020431897049578866,0.00867772102355957,0.001890020665488517,0.01,5,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",-25.32843958692534,-25.644444599986098,-28.276988344219497,-26.34339018702143,-27.912921041537853,-26.70123675193804,1.1900090563485042,93
1.267700481414795,0.08022752059119925,0.006598138809204101,0.0018148661071661176,0.01,5,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",-26.451658272245204,-26.064854401134845,-29.708384682795568,-27.10229947213962,-28.293243224472437,-27.524088010557534,1.3281660692148984,97
0.39127230644226074,0.00975930688479251,0.007248878479003906,0.0023521482383747957,0.01,5,10,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 0.8}",-91.59578466284464,-84.3403028057866,-98.24253888150812,-89.41728764547443,-83.84241414561797,-89.48766562824633,5.281309173554068,151
0.4055327892303467,0.005108986000515936,0.0057583808898925785,0.0008279207230774084,0.01,5,10,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 1.0}",-91.5554266953961,-84.1499480252823,-98.78891590320606,-89.21848084703248,-83.99952058224974,-89.54245841063334,5.467308423064797,153
0.8288678169250489,0.020447804108948035,0.006817245483398437,0.0035582864641856855,0.01,5,10,200,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200, 'subsample': 0.8}",-43.94421284185512,-41.7058042799533,-47.551080559216,-42.11715068837215,-44.21381478834749,-43.906412631548804,2.069959645175806,133
0.8837934017181397,0.019928718423497836,0.004758262634277343,0.0040888861152869604,0.01,5,10,200,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200, 'subsample': 1.0}",-43.59688957110917,-42.2232481931503,-47.40668288163022,-42.282228549907586,-44.026762223255226,-43.9071622838105,1.8885546865593454,134
1.2627950191497803,0.028955159468766735,0.006881570816040039,0.004859348832237992,0.01,5,10,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 300, 'subsample': 0.8}",-25.242181898561455,-25.516962829340738,-28.28314483884582,-26.153775004776385,-27.806779524886505,-26.60056881928218,1.2251569702228244,92
1.23166184425354,0.04147425329435253,0.008849620819091797,0.004742064434564322,0.01,5,10,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 300, 'subsample': 1.0}",-26.467233407593167,-26.244650346956206,-29.528399797890515,-27.311987572281907,-28.20900949296373,-27.55225612353711,1.2067563919635635,99
0.7081259727478028,0.015324457702450205,0.00788254737854004,0.002074554213726416,0.01,10,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",-88.26903832634099,-81.65816437864142,-93.32606840750981,-84.15972270079536,-79.08783673099663,-85.30016610885684,5.027666138879557,146
0.7538945198059082,0.025635938117519356,0.006375551223754883,0.005523620409685413,0.01,10,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",-89.70395465057572,-83.88962656289831,-94.148319646426,-84.38607710538545,-77.16018214985716,-85.85763202302853,5.748284138540962,148
1.4327937126159669,0.06710018849149603,0.011313438415527344,0.0038921579634701746,0.01,10,2,200,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.8}",-43.130717737137076,-41.7748066182723,-45.60993129765666,-42.39539499839537,-40.99123563160088,-42.78041725661246,1.5804762521257074,128
1.6013357639312744,0.056697591589870255,0.008931875228881836,0.005150992560627541,0.01,10,2,200,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 1.0}",-51.44256328340297,-50.50386871135173,-51.684397799443936,-51.631694161562706,-44.45995935088821,-49.944496661329914,2.7752888707067713,138
2.417819309234619,0.0695436586066317,0.01876859664916992,0.003598744001018,0.01,10,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",-29.216455765476258,-30.4983807227468,-32.82554996156022,-31.720769769464084,-30.04196876558396,-30.860624996966266,1.2732235111954373,105
2.877118539810181,0.07342593918213607,0.022534894943237304,0.005487543586782742,0.01,10,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",-43.03193654406268,-43.821169992674236,-43.57464577531328,-47.23492610280557,-38.92270207666262,-43.31707609830367,2.648087198643524,129
0.7330801486968994,0.021985633971249863,0.00812225341796875,0.002430975223180919,0.01,10,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",-88.1303172758362,-81.46745489833619,-93.1807690766858,-83.91725281780033,-79.00621754484746,-85.14040232270119,5.023981475839707,145
0.8809281349182129,0.050516616420233515,0.011775398254394531,0.009583062321045456,0.01,10,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",-90.17744784040151,-84.27358887085593,-91.41094354059149,-84.41788009514732,-80.45503802004754,-86.14697967340877,4.070664994225124,149
1.4688352584838866,0.054424427490064535,0.010264730453491211,0.005529864193105305,0.01,10,5,200,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 0.8}",-42.147514376543256,-40.7819959435108,-44.64927613862552,-41.46209676770903,-40.24160485266989,-41.8564976158117,1.5363780226055144,121
1.834151554107666,0.09791179104720624,0.010847234725952148,0.0032807096228511293,0.01,10,5,200,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 1.0}",-46.837737210984436,-47.76544426288062,-45.98440925031888,-48.12448745098889,-44.07841124413849,-46.55809788386226,1.44688798375594,137
2.4604079246521,0.11973881788356383,0.015007972717285156,0.00433014625887501,0.01,10,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",-27.52456769251937,-28.27046890253943,-30.946191945774792,-29.869720560327846,-28.53122455899308,-29.028434732030906,1.2222029948529975,104
2.662362480163574,0.033533408807229076,0.01895895004272461,0.006226443969043418,0.01,10,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",-35.7940205654731,-38.627491581562104,-36.053759225144894,-40.89375916194259,-34.61392647520406,-37.19659140186535,2.2653897337572095,113
0.6469238758087158,0.03618665126890173,0.003802585601806641,0.0037145796495024214,0.01,10,10,100,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 0.8}",-88.57471060605215,-82.13140668112032,-93.65745289321566,-83.8560569770131,-79.64336029305368,-85.57259749009098,4.98641613397785,147
0.7419413089752197,0.03814051291387415,0.005331516265869141,0.0012717455299768557,0.01,10,10,100,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 1.0}",-89.19448388575988,-84.06396535343053,-93.70389039476585,-83.44926376164595,-81.5630236287197,-86.39492540486438,4.44333363508927,150
1.215489149093628,0.04607594831998559,0.010428762435913086,0.005282033476822194,0.01,10,10,200,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200, 'subsample': 0.8}",-40.81961899768828,-39.7204689289033,-43.98739923835359,-40.01048507478769,-39.79534987320745,-40.86666442258806,1.6084602022675483,117
1.3265887260437013,0.039785994611763804,0.007371282577514649,0.0048773337911612825,0.01,10,10,200,1.0,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200, 'subsample': 1.0}",-43.38069072512572,-44.15342296946535,-46.143634983762006,-42.99585727590127,-42.088390601234444,-43.75239931109776,1.36808450961175,130
1.785435676574707,0.016080020267715225,0.014012718200683593,0.004775877387208079,0.01,10,10,300,0.8,"{'learning_rate': 0.01, 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 300, 'subsample': 0.8}",-24.928560774717084,-25.58535191182239,-27.79577179924422,-27.077992102856122,-26.32278339553032,-26.34209199683402,1.0223338816869776,90
